System number,Orbit number for that system,Period (d),error on P (d),Periastron time (JD-2400000),error on Periastron time,Flag on periastron time,eccentricity,error on eccentricity,argument of periastron (deg),error on omega,K1 (km/s),error on K1 (km/s),K2 (km/s),error on K2 (km/s),systemic velocity (km/s),error on V0 (km/s),rms RV1 (km/s),rms RV2 (km/s),RV1,RV2,Grade,Bibcode,Contributor,Accessibility,Reference adopted for the times (JD or MJD),Sp1,Sp2,radec,Simbad plx,GAIA plx,V,R,J,H,K,name
3587,1,0.275,0.001,53907.941,0.004,14,0.0,,0.0,,81.0,7.0,,,-22.0,5.0,16.0,,15.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,19172648+3710409,0.7135,,,,14.96500015258789,14.465999603271484,14.230999946594238,GAIADR2 2051158011273705216
3588,1,0.29715,0.00011999999999999999,54302.617999999995,0.004,14,0.0,,0.0,,118.0,9.0,,,-41.0,7.0,24.0,,28.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,19310098+3347039,1.5259,,,,15.809000015258787,15.133999824523926,14.763999938964846,GAIADR2 2046438155765540864
3589,1,0.181299,1.7e-05,54296.736,0.002,14,0.0,,0.0,,90.0,6.0,,,13.0,5.0,21.0,,71.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,19343409+3132119,1.9548,,,,14.979999542236328,14.406000137329102,14.144000053405762,GAIADR2 2044839156635614976
3590,1,0.15656,4e-05,54282.715,0.002,14,0.0,,0.0,,115.0,13.0,,,-11.0,8.0,31.0,,45.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,19482330+3626233,2.197,,,,15.045000076293945,14.364999771118164,14.121999740600586,GAIADR2 2047921053359656704
3591,1,0.1815,0.0005,53907.738,0.003,14,0.0,,0.0,,88.0,8.0,,,-88.0,6.0,17.0,,20.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,19491048+5831594,0.7132,,,,16.034000396728516,15.303000450134276,15.133000373840332,GAIADR2 2235768113813831936
3592,1,0.24675,4e-05,54282.002,0.003,14,0.0,,0.0,,147.0,9.0,,,-31.0,7.0,35.0,,50.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,19530667+1259005,1.3635,,,,13.638999938964846,13.501999855041506,13.392999649047852,GAIADR2 4304999622372178048
3593,1,0.1712,0.0004,54337.0034,0.0013,14,0.0,,0.0,,88.0,5.0,,,-30.0,3.0,15.0,,51.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,20470979+4155265,1.7088,,,,,,,GAIADR2 2066230155323606784
3594,1,0.1606,0.0003,53625.867,0.002,14,0.0,,0.0,,44.0,5.0,,,-44.0,3.0,13.0,,63.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,21302461-0259176,0.7266,,,,13.883999824523926,13.54699993133545,13.458000183105467,GCVS VZ Aqr
3595,1,0.297431,5e-06,53074.032999999996,0.003,14,0.0,,0.0,,69.0,5.0,,,-12.0,3.0,10.0,,49.0,,,2010PASP..122.1285T,PBX,PUB,JD,,,21334363+5107247,2.4618,2.37688039463,6.209000110626222,,4.298999786376953,3.736999988555908,3.5750000476837163,GAIADR2 2171623670612602496
3596,1,215.3021,0.0665,49048.78,0.24,0,0.124,0.049,105.57,14.53,21.69,0.16,20.52,0.17,-19.8,0.09,0.546,0.546,21.0,21.0,5.0,1999A&Anan346..532D,PBX,PUB,JD,K1II-III,,1851358919+284701217,1.4551,,10.18000030517578,,9.26099967956543,9.135000228881836,9.024999618530273,HD 174881
3597,1,17.630110000000002,0.00035,54653.915,9.97,0,0.4738,0.0063,186.7,1.0,33.73,0.36,49.88,0.38,5.3,0.19,0.91,1.4,22.0,22.0,5.0,2017A&Anan601A.129L,PBX,PUB,JD,,O8.5V,183144559-19071359,1.8468,1.91328881607,7.730000019073486,,7.48799991607666,7.47100019454956,7.48799991607666,Cl* IC 4725 WPH 15
3598,1,1.2523877,,47047.3698,,1,0.0,,0.0,,142.3,1.8,221.7,2.2,-19.1,1.8,,,18.0,18.0,5.0,1993A&Anan276nan57H,PBX,PUB,JD,B8V,,2111017780+551955984,11.3694,,7.9000000953674325,,5.9619998931884775,5.489999771118164,5.335999965667725,HD 202000
3599,1,2.7975004,,54327.0583,0.0012,1,0.0,,0.0,,98.92,0.24,88.55,0.24,9.58,0.14,,,24.0,22.0,5.0,2009MNRAS.397.1647D,PBX,PUB,JD,G2/5V,F0,0053077675-743905609,18.9867,13.7645850472,8.899999618530273,,7.184000015258789,6.698999881744385,6.573999881744385,HD 5303
3600,1,1223.0,30.0,50489.0,30.0,0,0.6,0.05,-6.0,2.0,14.98,0.67,,,10.8,0.2,,,35.0,,5.0,2005A&Anan433..629G,PBX,PUB,JD,G9V,F0,2120598112-522840065,7.52,8.90121409446,,,,,,HD 202947
3601,1,0.9498802,,54361.8036,0.0007,1,0.0,,0.0,,118.39,0.72,181.06,0.73,-1.85,0.42,,,32.0,24.0,5.0,2010MNRAS.407..497S,PBX,PUB,JD,F6V,F0,20584009745-7025197765,10.7672,13.3478756524,7.829999923706055,,6.861000061035156,6.665999889373778,6.640999794006348,HD 199005
3602,1,2.6306359,3.9e-06,52973.58847,0.00091,0,0.0,,0.0,,72.699,0.092,122.29799999999999,0.723,19.408,0.076,0.69,5.74,80.0,80.0,5.0,2017ApJnan850nan10B,PBX,PUB,JD,F0,F0,2123083007+483108126,19.5917,,6.140999794006348,,5.205999851226807,4.993000030517578,4.876999855041504,HD 203839
3603,1,1.464069,,53966.8821,0.0015,1,0.0,,0.0,,119.9,1.0,134.1,1.0,59.4,0.5,4.4,4.4,35.0,33.0,5.0,2010NewAnan15nan.1B,PBX,PUB,JD,F5V,F0,21583007895-5900437117,1.1440000000000001,1.3156847304100001,8.789999961853027,,8.328000068664549,8.328000068664549,8.324000358581543,HD 208496
3604,1,5.40624,,53590.28,,0,0.23,0.02,234.7,2.1,110.3,3.7,128.5,3.8,-9.91,0.84,,,14.0,14.0,5.0,2007ANnan.328..536C,PBX,PUB,JD,A0,F0,2207124092+523808460,10.3656,10.441344170199999,8.060000419616701,,7.166999816894531,6.953000068664551,6.892000198364258,HD 210180
3605,1,0.7287571,,54369.948,0.0013,1,0.0,,0.0,,93.8,1.0,,,-29.7,0.7,,,30.0,,5.0,2012NewAnan17..336S,PBX,PUB,JD,F3/5V,F0,0248011270-625750826,31.0307,,10.1899995803833,10.13599967956543,7.5229997634887695,6.852000236511231,6.662000179290772,HD 17755
3606,1,0.91820943,1.2e-07,52605.9707,0.00035,1,0.0,,0.0,,116.92,0.33,119.12,0.33,59.95,0.23,1.08,1.18,31.0,31.0,5.0,2013MNRAS.429.1840R,PBX,PUB,JD,K7Ve,F0,03080666178-2445347422,10.9416,11.0358355722,7.03000020980835,,6.61899995803833,6.4679999351501465,6.396999835968018,CD -25 387
3607,1,0.6169819999999999,,54356.1346,0.0018,1,0.0,,0.0,,71.9,1.6,239.5,1.8,-2.1,1.3,,,15.0,12.0,5.0,2010NewAnan15..247O,PBX,PUB,JD,F3V,F0,0620564098-294015116,1.8092,,7.440000057220459,,7.627999782562256,7.722000122070312,7.703999996185303,HD 44524
3608,1,1.7595349999999998,,54786.1848,0.0124,1,0.059000000000000004,,176.0,21.0,132.6,2.9,220.4,3.1,23.6,2.0,,,8.0,8.0,4.0,2010PASJnan62.1291B,PBX,PUB,JD,B5III,F0,07040262098-1217173701,4.4697,3.40992413995,10.3100004196167,,9.19200038909912,8.918999671936035,8.836999893188477,HD 53303
3609,1,0.38421,1e-08,56385.9752,0.0003,14,0.0,,0.0,,102.6,0.5,252.1,0.5,1.8,0.3,3.9,3.9,7.0,7.0,4.0,2014NewAnan29nan57N,PBX,PUB,JD,F9V,F0,1303164076+363700618,3.6226,1.05499292127,8.210000038146973,,7.421000003814697,7.190999984741211,7.10699987411499,BD +37 2356
3610,1,5.5201877999999995,1e-07,48500.28,0.0001,1,0.0,,0.0,,18.6,0.2,135.7,0.5,13.4,0.1,,,38.0,34.0,5.0,2013MNRAS.432.3278S,PBX,PUB,JD,A3,F0,1314544624+591744395,2.4929,2.47543694408,10.220000267028807,,8.86299991607666,8.531999588012695,8.477999687194824,HD 115268
3611,1,5.11714349,4.1e-07,41838.85138,0.00031,1,0.0,,0.0,,86.12,0.29,85.16,0.24,-5.63,0.21,1.38,1.18,36.0,36.0,5.0,2003AJnan.125.1448S,PBX,PUB,JD,G0,F0,1538030316+292913956,6.9597,8.03310033013,5.918000221252441,,4.173999786376953,3.720999956130981,3.7079999446868896,HD 139588
3612,1,2681.08,0.62,52898.3,0.9,0,0.735,0.0024,197.2,0.4,8.66,0.05,,,-20.24,0.03,0.235,,226.0,,5.0,2017RMxAA..53..333S,PBX,PUB,JD,K0III,,21034762340+5317092657,48.6202,,7.079999923706055,,5.826000213623048,5.540999889373778,5.493000030517578,HD 200817
3613,1,1030.0,0.6,53542.0,5.0,0,0.125,0.004,129.0,2.0,8.89,0.04,,,-5.53,0.02,0.25,,138.0,,5.0,2012RMxAA..48..257S,PBX,PUB,JD,G4V,,03423686291+1717367111,6.4185,8.43459230751,6.625,,5.120999813079834,4.800000190734863,4.52899980545044,HD 23052
3614,1,103.525,0.002,52139.0,5.0,0,0.0066,0.0016,242.0,16.0,20.48,0.03,,,-6.36,0.03,0.29,,225.0,,5.0,2012RMxAA..48..257S,PBX,PUB,JD,G5III,,10271223265+1119015250,,,,,,,,HD 90512
3615,1,80.0342,0.0029,46773.64,0.16,0,0.3325,0.0051,40.24,0.99,14.488,0.079,,,9.021,0.05,0.35,,52.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K1V,,0218245925926306+563335435638874,,,,,,,,HD 14039
3616,1,4570.0,106.0,48277.0,27.3,0,0.4731,0.0246,288.68,3.48,3.4539999999999997,0.1,,,0.0,,0.34,,52.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K1V,,0218245925926306+563335435638874,,,,,,,,HD 14039
3617,1,553.89,1.37,47489.9,8.7,0,0.528,0.067,74.7,9.1,1.5,0.13,,,49.896,0.07,0.38,,32.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K2V,,0257132012231419-245830290781613,,,,,,,,HD 18445
3618,1,5121.0,45.0,48636.9,25.7,0,0.275,0.01,72.3,2.16,5.745,0.055999999999999994,,,22.238000000000003,0.044000000000000004,0.23,,38.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K0V,,0344488159379556+460208942492382,,,,,,,,HD 23140
3619,1,716.8,2.01,49992.2,27.8,0,0.09,0.018000000000000002,242.9,15.0,1.318,0.040999999999999995,,,25.226,0.023,0.327,,40.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K5V,,0415095344264586-042506381142715,,,,,,,,BD -04 782
3620,1,610.02,1.02,47474.27,5.96,0,0.39899999999999997,0.023,266.96,4.75,4.55,0.13,,,-27.565,0.078,0.36,,24.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K2,,0439426022900760+095219400148055,,,,,,,,HD 286955
3621,1,161.119,0.079,46586.84,2.01,0,0.273,0.021,323.98,5.36,5.69,0.13,,,-15.91,0.1,0.42,,24.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K2.5V,,0754540634088964+191410826042815,,,,,,,,HD 64468
3622,1,3.804067,8e-06,47456.2383,0.0025,0,0.0,0.0032,0.0,,71.18,0.14,71.13,0.14,-4.23,0.08,0.7,,48.0,52.0,,2018A&Anan619A..81H,JLH,PUB,JD,K2.5Vke,,0922259436108516+401203806653234,,,,,,,,HD 80715
3623,1,8.490697,6.6e-05,46494.695,0.047,0,0.0993,0.0033,326.68,2.01,56.45,0.27,57.17,0.27,-32.13,0.13,0.81,,21.0,23.0,,2018A&Anan619A..81H,JLH,PUB,JD,K4V,,0927283705209162+393017911643717,,,,,,,,BD +40 2208
3624,1,632.56,0.57,49608.41,4.93,0,0.249,0.018000000000000002,278.33,3.31,10.05,0.2,10.69,0.22,-17.13,0.1,0.77,,29.0,27.0,,2018A&Anan619A..81H,JLH,PUB,JD,K5V,,1145561459382636+720544606169490,,,,,,,,BD +72 545
3625,1,270.33,0.54,49797.0,1.0,0,0.902,0.044000000000000004,251.6,7.4,1.72,0.31,,,9.568,0.047,0.24,,48.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K3V,,1244145447567445+514533372388151,,,,,,,,HD 110833
3626,1,3572.1,34.5,49872.95,9.04,0,0.7659999999999999,0.021,238.51,3.93,2.48,0.1,,,-7.773,0.063,0.34,,41.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K4.5V,,1257439586134003-142748319254062,,,,,,,,HD 112575
3627,1,103.226,0.042,49672.0,5.7,0,0.141,0.044000000000000004,333.0,20.0,1.85,0.083,,,3.945,0.061,0.33,,32.0,,,2018A&Anan619A..81H,JLH,PUB,JD,G9V,,1259015631121408-095002648158707,,,,,,,,HD 112758
3628,1,6819.0,,45990.0,117.0,0,0.306,0.039,67.1,7.6,3.96,0.18,,,11.55,0.11,0.49,,23.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K4/5(V),,1418582664803479-063612972559818,,,,,,,,HD 125354
3629,1,2669.5,17.7,52527.29,1.52,0,0.7086,0.0046,244.01,0.45,0.9051,0.0057,,,-19.117,0.004,0.24,,82.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K3.5V,,1430449769+352713501,,,,,,,,HD 127506
3630,1,105.947,0.017,48948.02,0.9,0,0.1514,0.0055,85.28,2.04,23.55,0.13,26.72,0.22,36.759,0.08800000000000001,0.56,,25.0,22.0,,2018A&Anan619A..81H,JLH,PUB,JD,K3V,,1605404745100834-202700102383135,,,,,,,,HD 144253
3631,1,386.64,0.3,46161.5,4.3,0,0.18600000000000003,0.018000000000000002,46.1,4.9,6.08,0.085,,,83.208,0.08800000000000001,0.32,,38.0,,,2018A&Anan619A..81H,JLH,PUB,JD,G0V,,1701107539977843-133401703128971,59.8,,7.8420000000000005,7.065,5.5089999999999995,4.899,4.739,HD 153631
3632,1,14128.0,,50796.0,555.0,0,0.08900000000000001,0.035,72.0,14.0,2.66,,,,0.0,,0.41,,99.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K5V,K7.5Ve,20393770965+0458193401,,,,,,,,HD 196795
3633,1,2173.3,36.4,47551.2,56.1,0,0.45899999999999996,0.044000000000000004,233.58,8.33,1.93,0.1,,,-41.028999999999996,0.06,0.28,,29.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K4V,K7.5Ve,2055068664304525+131036511155075,,,,,,,,BD +12 4499
3634,1,650.19,0.26,47572.66,0.91,0,0.5971,0.0077,12.63,1.03,15.56,0.17,20.59,0.38,2.447,0.105,1.12,,76.0,55.0,,2018A&Anan619A..81H,JLH,PUB,JD,K0,K7.5Ve,2214010845230896+570712296326495,26.9,,,,6.485,6.093999999999999,5.99,BD +56 2737
3635,1,7725.0,952.0,45741.0,221.0,0,0.54,0.13,11.43,12.49,1.36,0.22,,,-12.57,0.11,0.43,,35.0,,,2018A&Anan619A..81H,JLH,PUB,JD,G9Vk,K7.5Ve,22393462597-1236546093,,,,,,,,HD 214615
3636,1,374.57,0.62,47098.21,1.92,0,0.44,0.012,343.33,2.68,8.03,0.13,,,-32.64,0.15,0.32,,25.0,,,2018A&Anan619A..81H,JLH,PUB,JD,K8V,K7.5Ve,2240302943915921+430047425588954,3.0161,3.3346962189099996,11.710000038146973,,9.972000122070312,9.67300033569336,9.604999542236328,BD +42 4471
3637,1,0.468171,4.8e-05,46520.4448,0.0008,14,0.0,,0.0,,124.0,2.0,227.7,2.7,-34.8,,9.6,10.1,36.0,33.0,5.0,1988AcApSnan8nan26L,PBX,PUB,JD,G0,,09465928518+4545563895,,,,,,,,GCVS AA UMa
3638,1,2315.9,2.7,52213.0,9.0,0,0.488,0.013000000000000001,224.0,2.2,4.35,0.08,,,-29.33,0.05,0.31,,64.0,,,2009Obsnan129nan28G,PBX,PUB,MJD,G9-K0IIIa,,0005088386881170+675023967131836,,,,,,,,HD 1
3639,1,1285.31,0.31,51980.8,0.7,0,0.6588,0.0025,301.9,0.6,14.57,0.07,,,-12.81,0.05,0.39,,89.0,,,2009Obsnan129..264G,PBX,PUB,MJD,K0,,0037306058401473+850533797724948,,,,,,,,HD 3065
3640,1,60.6378,0.0018,54515.21,0.012,0,0.798,0.0017,37.6,0.5,59.6,0.31,72.5,0.8,34.55,0.21,0.93,0.93,36.0,31.0,,2009Obsnan129..264G,PBX,PUB,MJD,Am,,0600155571727145+085722229649498,,,,,,,,HD 40602
3641,1,341.154,0.011000000000000001,51144.81,0.11,0,0.7785,0.002,17.1,0.5,13.17,0.07,,,55.58,0.05,0.41,,139.0,,,2009Obsnan129..264G,PBX,PUB,MJD,G8III/IV,,1511426428503891-055018863146332,,,,,,,,HD 134738
3642,1,15.9054,0.0005,53040.437000000005,0.016,0,0.0,,0.0,,33.34,0.27,,,30.14,0.17,1.0,,40.0,,,2009Obsnan129..264G,PBX,PUB,MJD,K0,,2253282790134317+082619031662495,,,,,,,,HD 216525
3643,1,896.9,2.3,47183.0,38.0,0,0.14,0.04,98.0,16.0,3.29,0.12,,,-0.19,0.08,0.9,,74.0,,,1993Obsnan113..193G,PBX,PUB,MJD,K2,,1220488264614931+131838865409218,,,,,,,,HD 107401
3644,1,59.053999999999995,0.004,45851.74,0.13,0,0.589,0.01,271.7,1.8,9.66,0.15,,,-19.24,0.08,0.6,,61.0,,,1988JApAnan.9nan75G,PBX,PUB,MJD,K1III,,1335081231682285+204654779740928,,,,,,,,HD 118234
3645,1,7703.0,111.0,48625.0,7.0,0,0.662,0.005,49.7,0.9,12.0,,,,-1.8,0.1,0.7,,166.0,,,1995Obsnan115..243G,PBX,PUB,MJD,G8III,,1900170161042715+284033966703736,,,,,,,,HD 176695
3646,1,1513.0,1.2,45000.0,28.0,0,0.071,0.011000000000000001,337.0,7.0,9.65,0.08,,,-6.18,0.06,0.43,,146.0,,,1997MNRAS.285..472G,PBX,PUB,MJD,K0,,2003518384269941+210301501726723,,,,,,,,HD 190361
3647,1,954.0,2.1,43532.0,8.0,0,0.368,0.021,233.0,4.0,7.27,0.21,,,11.54,0.12,0.9,,71.0,,,1981JRASC..75..222G,PBX,PUB,MJD,G8II,,0005011863199245+274029228502906,,,,,,,,HD 225292
3648,1,6257.0,73.0,48284.0,166.0,0,0.22,0.04,40.0,11.0,2.27,0.09,,,-36.82,0.07,0.6,,91.0,,,1994Obsnan114..167G,PBX,PUB,MJD,K5III,,0232061696751070+360850179895097,,,,,,,,HD 15656
3649,1,1.9946028000000002,1.9e-06,46808.257,0.0016,0,0.0,,0.0,,47.7,0.3,,,5.07,0.14,0.7,,54.0,,,1991Obsnan111..201G,PBX,PUB,MJD,K0III,,0113449461741568+243501324900643,,,,,,,,HD 7318
3650,1,7473.0,3.0,38165.0,5.0,0,0.816,0.005,71.9,1.7,8.34,0.15,,,7.08,0.06,0.8,,127.0,,,1991Obsnan111..155G,PBX,PUB,MJD,,,0113449461741568+243501324900643,,,,,,,,HD 7318
3651,1,561.7,0.3,45525.0,5.0,0,0.262,0.017,9.0,4.0,6.9,0.12,,,3.38,0.09,0.8,,118.0,,,1990JApAnan11..255G,PBX,PUB,MJD,K2.5IIIFe-2,,1234440033748488+700118418534032,,,,,,,,HD 109951
3652,1,1571.7,0.4,47443.6,0.4,0,0.7787,0.0018,139.6,0.4,22.41,0.12,,,-17.26,0.05,0.7,,188.0,,,1994MNRAS.270..409G,PBX,PUB,MJD,G8III,A2V,1934509284855505+292746697578699,,,,,,,,HD 184760
3653,1,1117.0,11.0,47088.0,10.0,0,0.0,,0.0,,2.0,0.1,,,-4.63,0.08,0.9,,120.0,,,1992Obsnan112..111G,PBX,PUB,MJD,K6:Ib,B2.5,2033541882057656+351503028103621,,,,,,,,HD 196094
3654,1,899.3,0.4,41845.0,18.0,0,0.11900000000000001,0.012,135.0,5.0,3.18,0.06,,,24.95,0.03,,,36.0,,,1993Obsnan113..126M,PBX,PUB,MJD,F6VFe-0.8CH-0.4,,0809005695810134-611808583553860,,,,,,,,HD 68456
3655,1,4.514796,8e-06,48657.66,0.06,0,0.0345,0.0028,170.0,5.0,59.98,0.17,,,4.92,0.13,0.9,,182.0,,,1995Obsnan115nan16G,PBX,PUB,MJD,F5III/IV,,0827172682375968-062434974148073,58.33,,8.673000335693361,7.796999931335449,5.989999771118164,5.331999778747559,5.11299991607666,HD 71433
3656,1,9182.385,14.61,37921.175,73.05,0,0.21,0.01,229.1,2.6,5.6,0.3,6.4,0.3,6.8,0.15,,,27.0,27.0,,2015A&Anan574Anan6A,PBX,PUB,JD,M2V,,02274586150+0425557489,167.29,,9.52299976348877,9.300000190734863,5.550000190734863,5.065999984741211,4.834000110626222,HD 15285
3657,1,4693.4625,18.2625,48199.31,10.9575,0,0.8,0.01,279.9,1.8,1.8,0.1,,,-30.45,0.05,,,34.0,,,2015A&Anan574Anan6A,PBX,PUB,JD,M3V,,17120791174+4539572157,63.93,,5.07,4.61,3.97,3.66,3.62,HD 155876
3658,1,20589.0,21.9,50712.2,10.9,0,0.772,0.004,110.7,1.0,3.23,0.03,,,0.267,0.027000000000000003,,,19.0,,,2015A&Anan574Anan6A,PBX,PUB,JD,F7VgF7mF5,,18070153971+3033436896,,,,,,,,HD 165908
3659,1,1071.0,1.8,55956.9,4.7,0,0.25,0.01,128.3,2.0,3.3,0.03,,,14.59,0.03,0.06,,18.0,,,2014A&Anan567A..30M,PBX,PUB,JD,K0IV+DA,,0254388239618040-051950930526115,,,,,,,,HD 18131
3660,1,1105.0,24.0,56524.0,,14,0.0,,0.0,,5.1,0.25,,,-91.86,0.15,1.8,,202.0,,,2014A&Anan563L..10V,PBX,PUB,JD,O7p,,1551598857490337+325654327647794,,,,,,,,BD +33 2642
3661,1,1079.9,0.8,54809.0,9.0,14,0.11900000000000001,0.012,121.0,6.0,4.4,0.05,,,19.02,0.04,0.3,,108.0,,,2018Obsnan138..299G,PBX,PUB,MJD,G8IV,,0316351925933080+321102525285191,,,,,,,,HD 20277
3662,1,2533.0,5.0,54768.0,9.0,0,0.3,0.005,180.0,2.0,7.61,0.06,7.86,0.07,-0.68,0.04,0.25,0.25,30.0,30.0,,2018Obsnan138..192G,PBX,PUB,MJD,G5V,,0226095906399218+34281004999783,,,,,,,,HD 15013
3663,1,3914.8,1.8,49670.0,7.0,0,0.25,0.003,293.4,0.8,16.09,0.05,,,-6.77,0.04,0.5,,180.0,,,2018Obsnan138..192G,PBX,PUB,MJD,G5,,0236482205064270+515740451509616,,,,,,,,HD 16082
3664,1,1214.8,3.4,55709.0,10.0,0,0.26899999999999996,0.015,339.0,3.0,3.32,0.06,,,59.47,0.04,0.22,,44.0,,,2018Obsnan138..192G,PBX,PUB,MJD,K0,,0236538118474529+301021691675283,,,,,,,,HD 16197
3665,1,5279.0,272.0,56086.0,11.0,0,0.581,0.02,87.2,1.8,8.32,0.1,,,-19.63,0.09,0.28,,29.0,,,2018Obsnan138..162G,PBX,PUB,MJD,G8/K0III,,0005105618170334-015113130551332,,,,,,,,HD 7
3666,1,6493.0,148.0,51065.0,83.0,0,0.313,0.015,175.9,1.6,5.9,0.22,,,28.32,0.19,0.32,,115.0,,,2018Obsnan138..162G,PBX,PUB,MJD,F8,,0715597437950341+731920691945414,,,,,,,,HD 54451
3667,1,156.3,0.08,56762.5,0.5,0,0.397,0.009000000000000001,55.3,1.6,7.61,0.08,,,-39.05,0.05,0.26,,34.0,,,2018Obsnan138..162G,PBX,PUB,MJD,K0,,0915298758854382+452623715398387,,,,,,,,HD 79408
3668,1,358.75,0.06,55166.2,1.3,0,0.17800000000000002,0.004,11.0,1.4,15.55,0.08,15.69,0.08,12.7,0.04,0.31,0.31,33.0,33.0,,2018Obsnan138..116G,PBX,PUB,MJD,F8,,0747325477304929+093757216539680,,,,,,,,HD 63107
3669,1,182.72,0.11,56877.4,0.8,0,0.184,0.005,220.1,1.8,12.5,0.07,,,-33.77,0.05,0.27,,43.0,,,2018Obsnan138..116G,PBX,PUB,MJD,K0,,0818140025435283+110511703351360,,,,,,,,HD 69662
3670,1,437.7,0.5,56589.0,0.7,0,0.529,0.009000000000000001,249.8,1.2,12.48,0.11,15.58,0.29,-7.8,0.08,0.31,0.31,50.0,38.0,,2018Obsnan138nan59G,PBX,PUB,MJD,F2II,,1310523498584867+211401495110446,,,,,,,,HD 114520
3671,1,1740.2,1.7,55261.0,6.0,0,0.348,0.006999999999999999,229.7,1.1,4.84,0.05,,,-1.42,0.03,0.21,,70.0,,,2018Obsnan138nan10G,PBX,PUB,MJD,K0,,0053282279231707+190541032035594,,,,,,,,HD 5142
3672,1,4209.0,7.0,51972.0,9.0,0,0.5710000000000001,0.006999999999999999,217.8,1.3,5.78,0.06,,,-24.59,0.05,0.3,,64.0,,,2018Obsnan138nan10G,PBX,PUB,MJD,K0,,0100244598205706+262524257242428,,,,,,,,HD 5855
3673,1,975.4,1.6,56211.0,11.0,0,0.11199999999999999,0.006999999999999999,335.0,4.0,8.83,0.06,,,-5.37,0.04,0.24,,40.0,,,2018Obsnan138nan10G,PBX,PUB,MJD,F8,,0523398869781357+640729047003244,,,,,,,,HD 34654
3674,1,119.15,0.09,56981.9,1.2,0,0.183,0.011000000000000001,177.0,4.0,9.34,0.11,,,92.19,0.08,0.39,,38.0,,,2018Obsnan138nan10G,PBX,PUB,MJD,G8/K0(V),,0922396160337518-033042545726539,,,,,,,,HD 80959
3675,1,25.366,0.01,54814.83,0.027999999999999997,0,0.508,0.006999999999999999,254.3,0.6,30.32,0.22,30.03,0.28,58.06,0.09,0.36,0.36,15.0,15.0,5.0,2009Obsnan129..317G,PBX,PUB,MJD,G5,,0137088400607910+204200458437381,,,,,,,,HD 9902
3676,1,106.573,0.019,54648.71,0.11,0,0.0,,0.0,,29.6,0.15,,,3.12,0.11,0.38,,17.0,,5.0,2009Obsnan129..317G,PBX,PUB,MJD,K0,,0242362152496694+071726211958645,,,,,,,,HD 16884
3677,1,1.4846,0.00013000000000000002,54877.143,0.0017,0,0.0,,0.0,,50.5,0.4,56.0,0.8,9.12,0.26,0.8,,9.0,9.0,5.0,2009Obsnan129..317G,PBX,PUB,MJD,G0,,0434392794263037+250101019264184,,,,,,,,HD 283716
3678,1,0.45025879999999996,6e-07,54841.1589,0.0021,0,0.0,,0.0,,5.06,0.24,27.6,0.8,10.32,0.18,0.75,0.75,19.0,19.0,5.0,2009Obsnan129..317G,PBX,PUB,MJD,G5IVe,,0458169768687912+002713975499258,,,,,,,,HD 31738
3679,1,69.319,0.005,54807.69,0.05,0,0.0,,0.0,,31.06,0.15,,,-15.83,0.1,0.47,,26.0,,5.0,2009Obsnan129..317G,PBX,PUB,MJD,K0,,0747208185524413+472017646759954,,,,,,,,HD 62668
3680,1,128.25,0.03,54785.87,0.2,0,0.2661,0.0029,276.4,0.7,23.27,0.08,26.41,0.16,34.52,0.05,0.24,0.24,28.0,27.0,5.0,2009Obsnan129..317G,PBX,PUB,MJD,K0,,0839002521080821+065719640674809,,,,,,,,HD 73512
3681,1,34.297,0.004,54809.05,0.06,0,0.0,,0.0,,14.01,0.19,,,12.77,0.13,0.58,,27.0,,5.0,2009Obsnan129..317G,PBX,PUB,MJD,K0,,1013238745963904+120845745806131,,,,,,,,BD +12 2167
3682,1,223.02,0.05,54851.15,0.2,0,0.3788,0.0024,37.7,0.4,22.38,0.08,23.25,0.08,-16.26,0.04,0.26,0.26,23.0,24.0,5.0,2009Obsnan129..317G,PBX,PUB,MJD,G5,,1051146177506316+464746593781077,9.45,9.29261653078,9.41,9.26,7.994,7.69,7.591,HD 93915
